Facility Name,City,State,ZIP Code,Payment Measure ID,Payment Measure Name,Payment Category,Payment,Value of Care Display ID,Value of Care Display Name,Value of Care Category,value_code
ADVENTHEALTH GORDON,CALHOUN,GA,30701,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,22321,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
CANDLER HOSPITAL,SAVANNAH,GA,31412,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17737,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
CANDLER HOSPITAL,SAVANNAH,GA,31412,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19509,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
CANDLER HOSPITAL,SAVANNAH,GA,31412,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,19963,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,BRUNSWICK,GA,31520,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24626,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,BRUNSWICK,GA,31520,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,15943,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,BRUNSWICK,GA,31520,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17923,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,BRUNSWICK,GA,31520,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20358,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
"TY COBB REGIONAL MEDICAL CENTER, LLC",LAVONIA,GA,30553,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16354,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
"TY COBB REGIONAL MEDICAL CENTER, LLC",LAVONIA,GA,30553,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,16981,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
UNIVERSITY HOSPITAL,AUGUSTA,GA,30901,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24852,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
UNIVERSITY HOSPITAL,AUGUSTA,GA,30901,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17790,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
UNIVERSITY HOSPITAL,AUGUSTA,GA,30901,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18223,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
UNIVERSITY HOSPITAL,AUGUSTA,GA,30901,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18611,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
"NORTHEAST GEORGIA MEDICAL CENTER, INC",GAINESVILLE,GA,30501,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25401,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
"NORTHEAST GEORGIA MEDICAL CENTER, INC",GAINESVILLE,GA,30501,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,16581,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Lower Payment,HF
"NORTHEAST GEORGIA MEDICAL CENTER, INC",GAINESVILLE,GA,30501,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18139,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
"NORTHEAST GEORGIA MEDICAL CENTER, INC",GAINESVILLE,GA,30501,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18564,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
CARTERSVILLE MEDICAL CENTER,CARTERSVILLE,GA,30120,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25614,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
CARTERSVILLE MEDICAL CENTER,CARTERSVILLE,GA,30120,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16857,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
CARTERSVILLE MEDICAL CENTER,CARTERSVILLE,GA,30120,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18214,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
CARTERSVILLE MEDICAL CENTER,CARTERSVILLE,GA,30120,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,20063,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
WELLSTAR SPALDING REGIONAL HOSPITAL,GRIFFIN,GA,30223,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,23338,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
WELLSTAR SPALDING REGIONAL HOSPITAL,GRIFFIN,GA,30223,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16714,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
WELLSTAR SPALDING REGIONAL HOSPITAL,GRIFFIN,GA,30223,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18512,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
WELLSTAR SPALDING REGIONAL HOSPITAL,GRIFFIN,GA,30223,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,22588,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
STEPHENS COUNTY HOSPITAL,TOCCOA,GA,30577,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16305,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
STEPHENS COUNTY HOSPITAL,TOCCOA,GA,30577,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16578,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
STEPHENS COUNTY HOSPITAL,TOCCOA,GA,30577,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20078,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
AU Medical Center,AUGUSTA,GA,30912,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,27272,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
AU Medical Center,AUGUSTA,GA,30912,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,18897,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
AU Medical Center,AUGUSTA,GA,30912,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,21967,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
AU Medical Center,AUGUSTA,GA,30912,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20213,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
WELLSTAR KENNESTONE HOSPITAL,MARIETTA,GA,30060,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25595,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
WELLSTAR KENNESTONE HOSPITAL,MARIETTA,GA,30060,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17577,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
WELLSTAR KENNESTONE HOSPITAL,MARIETTA,GA,30060,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,17056,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
WELLSTAR KENNESTONE HOSPITAL,MARIETTA,GA,30060,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17542,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
MEMORIAL UNIVERSITY MEDICAL CENTER,SAVANNAH,GA,31404,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24424,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
MEMORIAL UNIVERSITY MEDICAL CENTER,SAVANNAH,GA,31404,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,18479,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
MEMORIAL UNIVERSITY MEDICAL CENTER,SAVANNAH,GA,31404,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,20750,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
MEMORIAL UNIVERSITY MEDICAL CENTER,SAVANNAH,GA,31404,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18640,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
JOHN D ARCHBOLD MEMORIAL HOSPITAL,THOMASVILLE,GA,31792,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,23648,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
JOHN D ARCHBOLD MEMORIAL HOSPITAL,THOMASVILLE,GA,31792,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17381,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
JOHN D ARCHBOLD MEMORIAL HOSPITAL,THOMASVILLE,GA,31792,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18046,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
JOHN D ARCHBOLD MEMORIAL HOSPITAL,THOMASVILLE,GA,31792,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,23182,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,KNEE
NORTHRIDGE MEDICAL CENTER,COMMERCE,GA,30529,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16089,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
NORTHRIDGE MEDICAL CENTER,COMMERCE,GA,30529,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,16130,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
HABERSHAM COUNTY MEDICAL CTR,DEMOREST,GA,30535,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16057,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
HABERSHAM COUNTY MEDICAL CTR,DEMOREST,GA,30535,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17414,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
HABERSHAM COUNTY MEDICAL CTR,DEMOREST,GA,30535,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,21807,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
WELLSTAR PAULDING HOSPITAL,HIRAM,GA,30141,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25912,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
WELLSTAR PAULDING HOSPITAL,HIRAM,GA,30141,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16946,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
WELLSTAR PAULDING HOSPITAL,HIRAM,GA,30141,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16726,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Lower Payment,PN
WELLSTAR PAULDING HOSPITAL,HIRAM,GA,30141,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18294,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,31419,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,27792,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,31419,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17237,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,31419,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19312,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,31419,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17977,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
PHOEBE SUMTER MEDICAL CENTER,AMERICUS,GA,31719,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16437,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
PHOEBE SUMTER MEDICAL CENTER,AMERICUS,GA,31719,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18466,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Average Payment,PN
PHOEBE SUMTER MEDICAL CENTER,AMERICUS,GA,31719,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,24138,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,KNEE
BARROW REGIONAL MEDICAL CENTER,WINDER,GA,30680,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,15468,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
BARROW REGIONAL MEDICAL CENTER,WINDER,GA,30680,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,16829,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
PIEDMONT WALTON HOSPITAL,MONROE,GA,30655,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,23311,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
PIEDMONT WALTON HOSPITAL,MONROE,GA,30655,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16789,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
PIEDMONT WALTON HOSPITAL,MONROE,GA,30655,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17639,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
PIEDMONT WALTON HOSPITAL,MONROE,GA,30655,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,22690,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
ADVENTHEALTH MURRAY,CHATSWORTH,GA,30705,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,15970,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ADVENTHEALTH MURRAY,CHATSWORTH,GA,30705,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16603,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
UNION GENERAL HOSPITAL,BLAIRSVILLE,GA,30512,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,14616,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
UNION GENERAL HOSPITAL,BLAIRSVILLE,GA,30512,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,15101,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
UNION GENERAL HOSPITAL,BLAIRSVILLE,GA,30512,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,22351,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,KNEE
FLOYD MEDICAL CENTER,ROME,GA,30162,PAYM_30_AMI,Payment for heart attack patients,Less Than the National Average Payment,22703,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Lower Payment,AMI
FLOYD MEDICAL CENTER,ROME,GA,30162,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17149,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
